cluster,cen_x_loc,cen_y_loc,demand
123,196356.13977272727,146101.7197727273,2798
124,173943.9369642857,156671.38357142857,3583
125,45493.145000000004,109717.0788888889,2943
126,116822.16083333333,32283.605416666673,3114
127,151158.83638888889,108993.0,2258
128,102223.45275,60923.7265,3243
129,116301.18604166666,135543.70354166668,3769
130,73245.216,31636.365666666665,4272
131,50223.11078125,80833.30265625,4094
132,53842.46017857143,25626.98142857144,4971
133,37872.75736111113,22480.843194444446,5411
134,70113.1125,47010.35517857144,4722
135,133156.61541666667,195604.12166666664,1452
136,32508.0175,4648.682187499988,4585
137,35123.810937500006,57824.176875000005,1953
138,66216.81045454546,112108.39431818182,3310
139,104733.79214285714,10634.512142857144,1593
140,179444.31333333335,198425.43708333332,1581
141,191200.1725,158175.53208333335,1231
142,33225.47499999999,156669.5235,1492
143,102423.11102941177,22650.623676470583,4500
144,124491.43409090908,18980.654318181812,3081
145,5851.62117647058,112265.65838235294,6041
146,55603.10916666666,196726.56916666665,2067
147,159567.05538461538,14642.108846153831,3600
148,167237.24333333335,180823.596,4761
149,114659.76125000001,91071.80575,2056
150,4975.255000000005,56402.597307692304,4342
151,64990.273611111115,67384.50861111112,2743
152,170295.32785714284,26545.38107142858,1623
153,2381.369583333333,183937.33791666664,1562
154,161217.35375,100928.975,3237
155,132722.53211538462,24562.214423076934,4538
156,50294.38272727272,148432.03613636363,2768
157,32286.63285714286,82624.62607142857,1546
158,167127.896,10481.150999999983,1308
159,86044.19785714286,105636.35357142858,1584
160,195735.8176785714,27763.58535714286,3369
161,182603.815,7104.785208333342,2646
162,106637.94308823529,168553.1786764706,4467
163,72122.74375,162206.34225000002,3136
164,159647.3805,60637.0945,1389
165,189208.61875,54665.408749999995,1413
166,90910.91426470588,58163.65338235294,4986
167,91907.905,157117.72653846155,4531
168,73872.3475,85081.52772727273,3250
169,121324.37107142857,39573.07750000001,1514
170,95629.4559375,34868.953906250004,5745
171,129672.725,87920.42071428572,1746
172,174401.10275000002,127571.49725,2692
173,44890.58392857144,131305.46285714285,2069
174,74301.81409090909,127013.51318181818,3537
175,14025.532222222231,26460.23722222222,2911
176,181265.16791666666,63526.10979166667,3231
177,170560.11583333334,116290.52770833333,3314
178,37220.48227272727,125675.91590909091,3458
179,43218.64333333334,185326.52222222224,2782
180,135271.0803125,140247.121875,2427
181,66374.61145833334,11646.748958333337,3155
182,192406.41604166664,44458.05208333333,3628
183,113680.31138888889,145272.83277777777,2373
184,93001.68545454546,194436.9234090909,2694
185,19539.987692307695,149726.78,3485
186,122544.12107142857,57715.787142857145,1800
187,193940.8175,66614.98583333334,2777
188,160415.95666666667,177125.053125,3649
189,123341.811,3193.590750000003,2082
190,128489.9625,99951.60857142857,2696
191,182988.4713888889,119338.0025,2770
192,23938.271000000008,69860.14825,3613
193,148262.5245,90960.49925,3400
194,28766.401499999993,176551.07724999997,3588
195,82125.22840909091,121773.27181818182,2667
196,3568.1318181818206,97832.9025,3576
197,116642.29678571428,47884.00696428571,3641
198,182276.44392857142,93155.72678571429,1787
199,57943.83113636363,34115.796590909085,2724
200,119164.23516666667,125167.40966666667,4498
201,177336.58354166668,44569.787500000006,3450
202,48774.607500000006,7587.2801785714255,2895
203,47490.12694444445,140332.76638888888,2546
204,93536.70153846154,124674.15288461538,4365
205,135626.85475,184687.19775,3009
206,28834.12199999999,15425.417749999993,2671
207,30122.61928571429,131033.08071428571,3699
208,104275.54583333334,141264.991875,2460
209,195747.79892857143,176252.26785714284,1581
210,115991.1865,194282.19375,2869
211,41393.63208333334,30295.59583333334,4366
212,166432.80525,151196.64075000002,3449
213,89150.3651923077,15644.327115384614,4115
214,106749.8503125,99195.7771875,2277
215,166809.08194444445,92526.56,1965
216,141020.04875,122417.38208333333,1960
217,62240.206,86040.62825,2139
218,42327.7705,50817.561499999996,1806
219,4801.816428571445,193248.06,2194
220,89252.34125,46122.621875,1618
221,97965.883,115998.24133333334,4332
222,129422.95925,34116.329249999995,2636
223,14618.010833333334,41461.18861111111,2155
224,127507.86235294119,156145.23705882352,5452
225,4198.604999999996,168349.845,2437
226,161125.91791666666,195820.42583333334,1693
227,8248.188928571413,68570.47,2069
228,19071.5285,35896.010500000004,1596
229,62108.97772727273,164076.275,2778
230,75297.6075,170141.76089285713,4887
231,146124.61849999998,7859.106874999998,4911
232,174910.051875,137908.5765625,1761
233,154500.73125,54619.8259375,2492
234,72897.44642857143,144084.24964285715,1531
235,102763.8586111111,3008.132777777777,3031
236,156642.03166666668,34293.69208333334,2836
237,121720.0767857143,69381.995,2133
238,69005.0725,190517.61725,2575
239,32930.481,109907.5165,1816
240,139020.02666666667,82176.426875,3801
241,61103.87333333334,103724.27416666667,1402
242,28276.079375000016,193411.8421875,2488
243,58234.389444444445,71704.4725,2854
244,152857.32361111112,119332.75611111111,2845
245,146773.35153846155,41534.570192307685,3671
246,58936.53799999999,154738.0455,2975
247,84140.014375,78233.84583333333,3355
248,48944.9921875,55161.1178125,2326
249,76802.27916666667,153823.625,3893
250,195007.0125,113267.59942307691,3296
251,20341.610833333354,79082.42916666667,2138
252,134421.97916666666,44438.86291666668,2647
253,177505.20944444445,171996.51083333333,2478
254,197156.515,6510.418749999997,1313
255,26896.968823529416,36893.88735294117,4744
256,138732.012,58327.566999999995,3225
257,173773.7472916667,84571.22,3672
258,153234.69708333333,72123.53145833334,2739
259,153856.213125,179451.940625,2091
260,63997.89519230769,124273.80576923076,3318
261,144564.11035714287,99296.8375,1508
262,40747.54318181818,160632.52386363636,3400
263,17284.864687500012,109375.7984375,2352
264,133124.20625,15412.098571428578,3056
265,31993.33583333333,98851.66333333333,2832
266,37540.60694444445,69955.99111111111,2979
267,75358.88772727273,115791.79795454546,3048
268,186827.85700000002,168652.74075,1971
269,96772.34571428571,102231.73821428571,2230
270,57286.94136363635,15150.246818181811,3612
271,23080.6546153846,184591.6603846154,3040
272,138743.00833333333,147529.2125,4019
273,89775.42875,184684.84854166667,2856
274,21323.6813888889,158567.37944444444,2684
275,120951.15305555555,87398.03944444444,1838
276,177777.5375,33065.10272727272,3363
277,20161.641818181815,115956.4675,2393
278,88863.81025,146384.50325,2571
279,92171.89708333333,95978.74458333333,867
280,67730.00681818182,58140.67340909091,3144
281,158357.9375,93016.13249999999,2044
282,125865.0715909091,197297.1336363636,2681
283,53381.88525,123827.82375,2195
284,80353.35818181818,19507.45613636363,2707
285,6203.482000000004,121105.09075,2459
286,110052.1815909091,118328.24681818183,2888
287,20345.23111111112,7237.111944444448,2312
288,135866.889,108116.1925,3290
289,160566.06208333332,147121.90208333335,2047
290,95681.9934375,85949.74625,2273
291,11867.04285714285,178125.48321428572,1929
292,185467.315625,142627.4771875,2022
293,5879.463611111118,76489.06472222222,2647
294,79079.64,180979.1209375,2310
295,167177.05625,49833.18916666667,2037
296,18879.225416666683,196641.19916666666,1354
297,54162.038888888885,61934.91166666667,2825
298,34828.47642857143,90281.46392857144,1745
299,82535.47115384616,134882.85826923078,4188
300,33200.35750000001,149005.52270833333,3831
301,11364.6484375,17320.895937499998,2739
302,45631.92910714287,173747.75553571427,3968
303,37746.40214285715,40318.24464285716,1605
304,139548.48125,71687.55875,2215
305,61296.300833333335,194285.74972222222,2591
306,152043.4578125,162312.0759375,2634
307,185740.7275,83008.19125,2635
308,105626.0205,153804.5155,3224
309,193748.49625000003,94803.29,2398
310,113347.174375,24169.566250000003,2626
311,85187.4603125,36177.434062500004,2518
312,41887.66321428571,165772.23107142857,2193
313,2133.083437500012,132787.1365625,2702
314,195819.98666666663,164489.59291666665,1812
315,182143.82374999998,190262.9825,1359
316,7407.788269230776,148198.14846153848,3453
317,73257.33125,98160.22375,2197
318,195319.2086111111,134439.74166666667,2745
319,147454.16392857142,31106.569642857154,1664
320,164610.96535714285,39913.262142857144,2235
321,56237.105833333335,178298.35833333334,1429
322,60156.97916666667,77853.56972222222,2618
323,172360.11166666666,3328.430555555562,2515
324,15780.771562499998,51682.7834375,1874
325,85461.724375,169107.12093749997,2075
326,58225.8017857143,45037.75785714286,1982
327,109474.75416666667,54084.215,3039
328,61573.17222222222,145320.9736111111,2482
329,143876.86055555556,65092.04277777778,1924
330,94287.7936111111,68889.63916666668,2655
331,114774.57041666667,10271.525208333347,4125
332,163869.12291666667,137696.755,2127
333,22901.656944444447,89111.10666666666,2654
334,164856.79333333333,66114.86458333333,1047
335,124237.16477272728,106952.31863636363,3118
336,161062.33825000003,4561.027749999994,3170
337,50522.0371875,189460.56437500002,2475
338,78344.89208333334,3894.651666666672,1544
339,151512.56875,147454.57645833332,3172
340,53979.161499999995,108913.5105,1272
341,112754.785,184165.17464285716,2373
342,3338.511999999988,22812.72275,2884
343,109683.65424999999,69684.612,2958
344,177225.98541666666,179954.971875,3680
345,142881.12,130677.251,1610
346,127626.39931818182,176960.43454545457,3180
347,147254.9772222222,196056.83777777778,2654
348,171627.88325,189288.74575,1924
349,165420.3209375,76865.2434375,2408
