index,loctype,y_loc,x_loc,demand,capacity,setup_cost,cluster,cen_x_loc,cen_y_loc,centroid_dist
118,Customer,7761.35,126958.55,487,0,0.0,6,142556.03267857144,11168.710000000006,15965.323926495701
132,Customer,20605.1075,143905.3825,457,0,0.0,6,142556.03267857144,11168.710000000006,9532.383894839495
193,Customer,8860.7625,121860.07,457,0,0.0,6,142556.03267857144,11168.710000000006,20824.252516130753
8,Facility,63000.005,176469.0075,0,5702,9711.6038,23,189074.2055,52698.73849999999,16279.038918905086
66,Customer,49274.0575,190364.8825,315,0,0.0,23,189074.2055,52698.73849999999,3659.8206335953023
110,Customer,41999.35,188859.8025,321,0,0.0,23,189074.2055,52698.73849999999,10701.536474747032
126,Customer,50486.2,194479.66,405,0,0.0,23,189074.2055,52698.73849999999,5840.7418163750735
196,Customer,58734.08,195197.675,521,0,0.0,23,189074.2055,52698.73849999999,8597.803541547826
9,Facility,89190.74,160848.9275,0,6183,7772.1941,21,162111.95204545456,87321.92772727273,2255.5909010981536
22,Customer,80213.88,155395.5625,461,0,0.0,21,162111.95204545456,87321.92772727273,9779.275587663857
27,Customer,86828.545,185358.3925,494,0,0.0,21,162111.95204545456,87321.92772727273,23251.675645473326
37,Customer,85820.3475,157154.1325,454,0,0.0,21,162111.95204545456,87321.92772727273,5180.223723376007
49,Customer,104185.3725,154996.7,489,0,0.0,21,162111.95204545456,87321.92772727273,18303.075732596626
56,Customer,81494.545,166798.36,407,0,0.0,21,162111.95204545456,87321.92772727273,7478.021728140625
69,Customer,78379.6475,144747.9925,300,0,0.0,21,162111.95204545456,87321.92772727273,19531.294548986134
138,Customer,94871.5125,176394.045,236,0,0.0,21,162111.95204545456,87321.92772727273,16154.702392890818
143,Customer,79270.985,150259.6075,363,0,0.0,21,162111.95204545456,87321.92772727273,14328.14537970605
153,Customer,85188.17,179679.8025,418,0,0.0,21,162111.95204545456,87321.92772727273,17696.95712917812
185,Customer,95097.46,151597.95,538,0,0.0,21,162111.95204545456,87321.92772727273,13076.81693440899
10,Facility,194381.77,186069.155,0,5156,9005.4162,14,178380.63925,178519.19525,17627.66439825014
49,Facility,192216.1075,164479.3525,0,5364,6262.7278,14,178380.63925,178519.19525,19515.40874514101
34,Customer,170844.035,173147.835,445,0,0.0,14,178380.63925,178519.19525,9289.25859162065
84,Customer,166907.6925,188525.6775,460,0,0.0,14,178380.63925,178519.19525,15419.10494183174
155,Customer,175914.52,170618.58,634,0,0.0,14,178380.63925,178519.19525,8187.423096339497
159,Customer,158613.8525,191342.495,452,0,0.0,14,178380.63925,178519.19525,23753.576035594822
162,Customer,181037.1425,164118.72,290,0,0.0,14,178380.63925,178519.19525,14482.485941553796
163,Customer,197061.8025,179334.85,599,0,0.0,14,178380.63925,178519.19525,18567.143070035523
169,Customer,186822.4575,192120.785,390,0,0.0,14,178380.63925,178519.19525,16054.151152381679
195,Customer,161392.5725,174048.9425,340,0,0.0,14,178380.63925,178519.19525,17665.922097495433
11,Facility,145752.555,89937.4575,0,5699,8550.8948,15,78952.61964285714,147793.88785714286,11172.900365678111
13,Facility,160549.6175,68815.36,0,4826,8464.2456,15,78952.61964285714,147793.88785714286,16293.332126620513
41,Facility,141903.4825,73736.4075,0,5728,6667.2292,15,78952.61964285714,147793.88785714286,7868.020360341443
12,Customer,149518.395,71756.06,408,0,0.0,15,78952.61964285714,147793.88785714286,7400.296992618971
72,Customer,138312.2725,76856.1725,345,0,0.0,15,78952.61964285714,147793.88785714286,9710.618950592256
109,Customer,161328.785,76539.0125,298,0,0.0,15,78952.61964285714,147793.88785714286,13748.41591267057
124,Customer,160970.6,72890.39,372,0,0.0,15,78952.61964285714,147793.88785714286,14504.356970871017
129,Customer,161364.8875,99554.0225,358,0,0.0,15,78952.61964285714,147793.88785714286,24669.613515187524
133,Customer,143572.035,76059.22,448,0,0.0,15,78952.61964285714,147793.88785714286,5118.183568479268
137,Customer,134515.3925,65573.525,181,0,0.0,15,78952.61964285714,147793.88785714286,18849.89688067799
147,Customer,132858.305,72229.495,343,0,0.0,15,78952.61964285714,147793.88785714286,16379.012187735043
171,Customer,130958.1125,81354.505,374,0,0.0,15,78952.61964285714,147793.88785714286,17006.24547467889
188,Customer,140377.625,90971.76,501,0,0.0,15,78952.61964285714,147793.88785714286,14123.055253412304
194,Customer,167132.365,89063.2875,282,0,0.0,15,78952.61964285714,147793.88785714286,21822.06000180252
16,Facility,132840.93,149540.8075,0,5190,8279.3467,2,164196.433125,138144.46458333335,15585.725569788852
31,Facility,156154.5175,164872.905,0,5580,7538.5539,2,164196.433125,138144.46458333335,18022.75284907382
48,Facility,134103.595,147519.1425,0,5546,9613.0121,2,164196.433125,138144.46458333335,17159.855756393245
16,Customer,128043.0025,160457.2275,232,0,0.0,2,164196.433125,138144.46458333335,10771.313519114228
60,Customer,143627.1725,175657.5425,302,0,0.0,2,164196.433125,138144.46458333335,12705.003510632805
98,Customer,152605.73,154321.2575,286,0,0.0,2,164196.433125,138144.46458333335,17511.34749457829
103,Customer,135590.245,162520.4775,380,0,0.0,2,164196.433125,138144.46458333335,3054.9738029732366
104,Customer,139551.03,184705.8675,409,0,0.0,2,164196.433125,138144.46458333335,20557.609896429924
107,Customer,136482.855,165815.82,298,0,0.0,2,164196.433125,138144.46458333335,2320.2069430004394
119,Customer,131483.2725,168874.07,229,0,0.0,2,164196.433125,138144.46458333335,8139.5188251777345
156,Customer,117008.1675,161168.87,474,0,0.0,2,164196.433125,138144.46458333335,21352.0301814789
187,Customer,150243.0575,174903.21,306,0,0.0,2,164196.433125,138144.46458333335,16155.835528200041
17,Facility,39997.8125,145388.37,0,5426,9233.8784,12,140948.98303571428,50908.319285714286,11779.105014379804
28,Facility,41898.24,145495.3825,0,4065,9367.6393,12,140948.98303571428,50908.319285714286,10092.139358120025
0,Customer,39123.8675,155605.3725,270,0,0.0,12,140948.98303571428,50908.319285714286,18806.463144851296
4,Customer,67275.5275,133210.275,369,0,0.0,12,140948.98303571428,50908.319285714286,18104.50515180712
36,Customer,63697.2475,148254.535,318,0,0.0,12,140948.98303571428,50908.319285714286,14728.468161116829
38,Customer,46496.43,138022.9375,507,0,0.0,12,140948.98303571428,50908.319285714286,5294.006946205678
121,Customer,42899.3275,150342.6275,390,0,0.0,12,140948.98303571428,50908.319285714286,12344.411923823862
141,Customer,56793.055,143433.395,517,0,0.0,12,140948.98303571428,50908.319285714286,6387.676982696901
144,Customer,63364.4175,138302.19,381,0,0.0,12,140948.98303571428,50908.319285714286,12734.201824136346
145,Customer,41069.6475,133583.0525,416,0,0.0,12,140948.98303571428,50908.319285714286,12290.500199909624
158,Customer,56056.115,117709.285,477,0,0.0,12,140948.98303571428,50908.319285714286,23803.011689851355
175,Customer,33271.395,151556.845,323,0,0.0,12,140948.98303571428,50908.319285714286,20581.249566373714
184,Customer,48642.25,133702.8125,304,0,0.0,12,140948.98303571428,50908.319285714286,7592.236655973746
199,Customer,72131.1375,138678.6825,387,0,0.0,12,140948.98303571428,50908.319285714286,21343.90492574126
18,Facility,51418.6525,30882.8525,0,4633,4867.0357,19,25917.356333333344,42956.44283333334,9811.480246313899
20,Facility,35755.0625,35255.5325,0,5302,7691.6084,19,25917.356333333344,42956.44283333334,11792.430318853761
25,Facility,33185.755,38046.2775,0,5352,8350.3181,19,25917.356333333344,42956.44283333334,15574.885855237033
32,Facility,52470.8875,20212.3825,0,5184,6097.5819,19,25917.356333333344,42956.44283333334,11093.754267788689
38,Facility,47232.9775,22323.7975,0,4535,8337.259,19,25917.356333333344,42956.44283333334,5585.912087012273
28,Customer,35984.755,22061.7725,344,0,0.0,19,25917.356333333344,42956.44283333334,7966.803495838819
33,Customer,39238.5275,32629.3675,571,0,0.0,19,25917.356333333344,42956.44283333334,7672.9387021722705
40,Customer,48949.6875,24865.29,384,0,0.0,19,25917.356333333344,42956.44283333334,6084.884978720782
53,Customer,46299.6225,34073.69,362,0,0.0,19,25917.356333333344,42956.44283333334,8814.909481419158
128,Customer,52324.8625,39842.555,419,0,0.0,19,25917.356333333344,42956.44283333334,16783.278730835686
130,Customer,38531.3725,13562.085,431,0,0.0,19,25917.356333333344,42956.44283333334,13123.794313202094
139,Customer,44022.24,8647.1175,420,0,0.0,19,25917.356333333344,42956.44283333334,17303.09431751586
151,Customer,47576.665,10341.12,479,0,0.0,19,25917.356333333344,42956.44283333334,16247.01791656585
160,Customer,43506.9275,23895.365,433,0,0.0,19,25917.356333333344,42956.44283333334,2095.5863905623764
191,Customer,27848.6475,32121.14,427,0,0.0,19,25917.356333333344,42956.44283333334,16331.944514254532
19,Facility,103012.8725,44955.9025,0,6794,6912.127,17,48806.232083333336,106270.26125,5043.373808168341
23,Facility,104618.18,49323.7625,0,4483,8856.947,17,48806.232083333336,106270.26125,1731.2452711203978
37,Facility,88907.045,59664.48,0,5329,7455.7327,17,48806.232083333336,106270.26125,20478.838501342307
26,Customer,108863.0,28082.4675,297,0,0.0,17,48806.232083333336,106270.26125,20885.32290224819
45,Customer,119917.35,47802.4375,401,0,0.0,17,48806.232083333336,106270.26125,13683.955382706647
142,Customer,112303.12,63008.3425,503,0,0.0,17,48806.232083333336,106270.26125,15430.337811747457
24,Facility,97374.385,83653.0525,0,5686,9532.9436,5,82312.52020833333,109034.65708333332,11737.076803121112
9,Customer,108622.27,97693.38,499,0,0.0,5,82312.52020833333,109034.65708333332,15386.387198995379
13,Customer,94866.71,72454.765,354,0,0.0,5,82312.52020833333,109034.65708333332,17259.955454854335
21,Customer,126606.6275,80072.835,366,0,0.0,5,82312.52020833333,109034.65708333332,17714.128094733762
30,Customer,100041.4325,71820.8875,258,0,0.0,5,82312.52020833333,109034.65708333332,13818.554385059268
48,Customer,121483.2525,81384.3225,392,0,0.0,5,82312.52020833333,109034.65708333332,12483.151798869141
52,Customer,122126.4975,84218.96,435,0,0.0,5,82312.52020833333,109034.65708333332,13229.920565699444
79,Customer,111123.035,89004.3225,350,0,0.0,5,82312.52020833333,109034.65708333332,7010.102726321228
83,Customer,102517.4025,86529.0675,303,0,0.0,5,82312.52020833333,109034.65708333332,7762.337171679729
85,Customer,106732.385,87068.355,343,0,0.0,5,82312.52020833333,109034.65708333332,5283.788537718285
86,Customer,109348.1575,81857.3575,427,0,0.0,5,82312.52020833333,109034.65708333332,552.6803798829045
115,Customer,107573.73,71992.9375,410,0,0.0,5,82312.52020833333,109034.65708333332,10422.480281437285
26,Facility,47770.225,108753.235,0,4562,9203.9761,0,99806.7015,33374.28324999999,16949.44248451894
34,Facility,46095.445,98910.34,0,6218,9422.5489,0,99806.7015,33374.28324999999,12752.702466863464
6,Customer,32157.2825,99035.89,253,0,0.0,0,99806.7015,33374.28324999999,1440.5697463270521
11,Customer,17984.205,108355.6725,250,0,0.0,0,99806.7015,33374.28324999999,17605.09624228064
23,Customer,46844.475,91889.9375,459,0,0.0,0,99806.7015,33374.28324999999,15624.378964088912
50,Customer,47074.57,100030.0675,579,0,0.0,0,99806.7015,33374.28324999999,13702.107480317827
88,Customer,36619.715,96350.2475,337,0,0.0,0,99806.7015,33374.28324999999,4741.297448802814
122,Customer,14130.96,90521.33,357,0,0.0,0,99806.7015,33374.28324999999,21366.413213195203
146,Customer,27120.7025,117642.3325,482,0,0.0,0,99806.7015,33374.28324999999,18900.185326205978
168,Customer,17945.2525,86577.9625,373,0,0.0,0,99806.7015,33374.28324999999,20323.742898751854
27,Facility,41167.495,58957.41,0,5514,9903.5977,16,68528.95375,44673.98774999999,10193.622573156537
39,Facility,58949.0825,76526.51,0,5023,8898.1027,16,68528.95375,44673.98774999999,16362.739260080863
40,Facility,37621.3975,60466.48,0,5958,7534.8257,16,68528.95375,44673.98774999999,10711.793136717773
46,Customer,48347.5575,67792.5925,383,0,0.0,16,68528.95375,44673.98774999999,3746.6441782769684
73,Customer,42200.1325,79512.7525,318,0,0.0,16,68528.95375,44673.98774999999,11258.942880148836
93,Customer,42566.0775,78623.215,275,0,0.0,16,68528.95375,44673.98774999999,10312.002511893921
131,Customer,54943.6025,80545.325,432,0,0.0,16,68528.95375,44673.98774999999,15806.902452132872
165,Customer,47887.605,66048.15,608,0,0.0,16,68528.95375,44673.98774999999,4059.7688450836363
174,Customer,33491.1825,52407.8525,478,0,0.0,16,68528.95375,44673.98774999999,19620.016278591076
197,Customer,39565.745,64409.25,390,0,0.0,16,68528.95375,44673.98774999999,6562.476893726296
29,Facility,86844.7425,91396.095,0,5043,9041.5207,24,90490.93722222222,78989.45333333334,7907.267448026664
1,Customer,87796.535,79566.37,265,0,0.0,24,90490.93722222222,78989.45333333334,14032.492881743721
17,Customer,64388.595,102419.6975,378,0,0.0,24,90490.93722222222,78989.45333333334,18854.187488055763
29,Customer,87943.4925,81426.05,428,0,0.0,24,90490.93722222222,78989.45333333334,12741.54612870071
58,Customer,74700.59,102518.2125,258,0,0.0,24,90490.93722222222,78989.45333333334,12769.0915612449
96,Customer,86427.53,75360.235,381,0,0.0,24,90490.93722222222,78989.45333333334,16860.104810966368
102,Customer,68594.2775,87961.6225,286,0,0.0,24,90490.93722222222,78989.45333333334,10698.46314056218
152,Customer,71617.2875,98459.695,298,0,0.0,24,90490.93722222222,78989.45333333334,10855.870743291916
167,Customer,82592.03,95310.4575,321,0,0.0,24,90490.93722222222,78989.45333333334,6017.169961628337
35,Facility,170068.3075,49894.905,0,5759,6490.095,1,54966.441111111104,180041.84555555554,11188.9204068989
10,Customer,177233.915,61612.11,469,0,0.0,1,54966.441111111104,180041.84555555554,7214.526248172377
25,Customer,177367.1875,68145.36,338,0,0.0,1,54966.441111111104,180041.84555555554,13447.59081746841
59,Customer,196629.645,42874.865,567,0,0.0,1,54966.441111111104,180041.84555555554,20527.087062218652
61,Customer,162885.4,56447.3275,482,0,0.0,1,54966.441111111104,180041.84555555554,17220.239504650857
77,Customer,174285.6025,39584.12,515,0,0.0,1,54966.441111111104,180041.84555555554,16424.071872710665
120,Customer,180804.2175,47011.6275,284,0,0.0,1,54966.441111111104,180041.84555555554,7991.262138685883
150,Customer,183169.675,57551.3125,547,0,0.0,1,54966.441111111104,180041.84555555554,4057.693572786155
172,Customer,197932.66,71576.3425,378,0,0.0,1,54966.441111111104,180041.84555555554,24412.49814406866
47,Facility,147085.0375,55834.1825,0,5779,8300.9602,22,48293.1325,144588.255,7943.636318135813
100,Customer,151657.7975,39488.77,401,0,0.0,22,48293.1325,144588.255,11291.378577955496
112,Customer,142231.26,56195.0225,438,0,0.0,22,48293.1325,144588.255,8245.925721356272
134,Customer,140737.535,41856.66,251,0,0.0,22,48293.1325,144588.255,7500.414839304304
148,Customer,136032.3925,47212.7,474,0,0.0,22,48293.1325,144588.255,8623.811077821847
183,Customer,149785.5075,49171.46,407,0,0.0,22,48293.1325,144588.255,5270.947993104516
2,Customer,130369.4225,19535.84,427,0,0.0,7,12865.891388888893,160423.79722222223,30785.60791049307
42,Customer,158588.84,11574.33,312,0,0.0,7,12865.891388888893,160423.79722222223,2243.9248714371306
54,Customer,163066.775,24456.455,472,0,0.0,7,12865.891388888893,160423.79722222223,11888.082114329463
81,Customer,145392.8,7113.115,441,0,0.0,7,12865.891388888893,160423.79722222223,16094.263377831567
95,Customer,161981.7725,15794.12,418,0,0.0,7,12865.891388888893,160423.79722222223,3316.897611488238
113,Customer,178413.1175,7314.1375,467,0,0.0,7,12865.891388888893,160423.79722222223,18826.513625715706
123,Customer,159796.3925,12337.7175,426,0,0.0,7,12865.891388888893,160423.79722222223,820.1245895416051
127,Customer,172264.6675,12437.8625,402,0,0.0,7,12865.891388888893,160423.79722222223,11848.60403865724
176,Customer,173940.3875,5229.445,335,0,0.0,7,12865.891388888893,160423.79722222223,15524.61033931902
3,Customer,7981.3775,31568.01,394,0,0.0,8,21150.436785714293,11704.673214285722,11062.94547808229
39,Customer,8763.82,25907.0575,510,0,0.0,8,21150.436785714293,11704.673214285722,5592.321364831113
47,Customer,17871.095,33590.715,331,0,0.0,8,21150.436785714293,11704.673214285722,13884.713885714864
94,Customer,18681.4925,21253.3275,513,0,0.0,8,21150.436785714293,11704.673214285722,6977.577935401432
117,Customer,0.0,20435.11,709,0,0.0,8,21150.436785714293,11704.673214285722,11726.51130829532
140,Customer,14788.2275,3846.9775,364,0,0.0,8,21150.436785714293,11704.673214285722,17576.063560573482
157,Customer,13846.7,11451.86,354,0,0.0,8,21150.436785714293,11704.673214285722,9932.304386148948
8,Customer,99174.11,178431.0975,297,0,0.0,10,188434.3652083333,110666.9225,15236.472820332792
24,Customer,110309.5425,175282.6825,388,0,0.0,10,188434.3652083333,110666.9225,13156.537482372527
32,Customer,93970.77,189178.4225,331,0,0.0,10,188434.3652083333,110666.9225,16712.723582843657
64,Customer,108053.525,196499.285,479,0,0.0,10,188434.3652083333,110666.9225,8477.781416091335
89,Customer,112358.6975,198625.1425,331,0,0.0,10,188434.3652083333,110666.9225,10330.2490027576
108,Customer,105505.4425,194282.505,423,0,0.0,10,188434.3652083333,110666.9225,7800.103512984648
111,Customer,112922.945,194773.86,304,0,0.0,10,188434.3652083333,110666.9225,6728.9547281933255
136,Customer,108666.2775,177216.73,384,0,0.0,10,188434.3652083333,110666.9225,11394.644359665801
149,Customer,113112.865,197439.155,281,0,0.0,10,188434.3652083333,110666.9225,9331.070351541191
182,Customer,124278.3675,186019.845,343,0,0.0,10,188434.3652083333,110666.9225,13823.940929578464
189,Customer,115620.1275,183096.0975,451,0,0.0,10,188434.3652083333,110666.9225,7282.262141522992
190,Customer,124030.4,190367.56,480,0,0.0,10,188434.3652083333,110666.9225,13502.583937733301
31,Customer,27894.7325,171463.105,491,0,0.0,9,188909.22125,23429.03687499999,18008.592660828832
43,Customer,21192.0375,197046.3775,481,0,0.0,9,188909.22125,23429.03687499999,8439.044853575813
76,Customer,28801.31,196034.48,513,0,0.0,9,188909.22125,23429.03687499999,8923.599653954063
164,Customer,15828.0675,191092.9225,351,0,0.0,9,188909.22125,23429.03687499999,7908.431360828723
41,Customer,6673.455,71968.7625,388,0,0.0,13,61412.098125000004,3236.851250000007,11101.955145869939
68,Customer,475.8975,45653.8875,389,0,0.0,13,61412.098125000004,3236.851250000007,15998.252020502185
80,Customer,2095.59,57722.8275,507,0,0.0,13,61412.098125000004,3236.851250000007,3861.7606069304065
97,Customer,3702.4625,70302.915,484,0,0.0,13,61412.098125000004,3236.851250000007,8903.000535825611
