index,loctype,y_loc,x_loc,demand,capacity,setup_cost,cluster,cen_x_loc,cen_y_loc,centroid_dist
43,Customer,280096.149318,416137.917099,500,0,0.0,0,417197.7868608367,283123.72700273467,3207.732929836753
44,Customer,242474.851379,400036.118513,2241,0,0.0,0,417197.7868608367,283123.72700273467,44123.16795012559
45,Customer,276755.173333,415078.765968,733,0,0.0,0,417197.7868608367,283123.72700273467,6711.834725957553
46,Customer,279743.79992,416124.787869,222,0,0.0,0,417197.7868608367,283123.72700273467,3546.157627783317
47,Customer,279947.509166,416201.847278,49,0,0.0,0,417197.7868608367,283123.72700273467,3328.701758802143
48,Customer,289392.477399,416009.61528,1464,0,0.0,0,417197.7868608367,283123.72700273467,6380.359177678405
49,Customer,280003.552376,416191.073327,222,0,0.0,0,417197.7868608367,283123.72700273467,3278.560940493398
12,Facility,14516.50956,384802.033706,0,58268,7500.0,3,387976.8214315,34654.50657675002,20386.71628655822
21,Facility,110170.066274,394480.895391,0,58268,7500.0,3,387976.8214315,34654.50657675002,75795.13661482226
22,Facility,0.0,384295.454825,0,58268,7500.0,3,387976.8214315,34654.50657675002,34849.49477638756
23,Facility,13931.450473,388328.901804,0,58268,7500.0,3,387976.8214315,34654.50657675002,20726.046773754773
26,Customer,187215.186265,250434.12112,4368,0,0.0,4,250434.12112,187215.186265,0.0
33,Customer,1042778.922491,498348.622166,12912,0,0.0,1,498348.622166,1042778.922491,0.0
