index,loctype,y_loc,x_loc,demand,capacity,setup_cost,cluster,cen_x_loc,cen_y_loc,centroid_dist
55,Customer,128876.9575,116433.7175,455,0,0.0,3,118550.31931818182,128524.1065909091,2145.811506348326
62,Customer,137471.5975,118415.1625,533,0,0.0,3,118550.31931818182,128524.1065909091,8948.511660257556
75,Customer,119635.4825,106013.335,365,0,0.0,3,118550.31931818182,128524.1065909091,15368.26646124495
92,Customer,132744.68,110295.04,338,0,0.0,3,118550.31931818182,128524.1065909091,9271.616715693426
114,Customer,135847.075,128615.54,519,0,0.0,3,118550.31931818182,128524.1065909091,12447.270130203
125,Customer,135435.765,114674.9925,530,0,0.0,3,118550.31931818182,128524.1065909091,7923.962387068509
161,Customer,127479.52,107161.7025,391,0,0.0,3,118550.31931818182,128524.1065909091,11436.422262984212
192,Customer,119364.88,121855.9475,395,0,0.0,3,118550.31931818182,128524.1065909091,9737.484758398687
7,Facility,5504.75,158406.5975,0,4879,8343.3582,6,151121.3121875,10494.635624999995,8830.308071359106
30,Facility,2298.2125,150271.1875,0,4905,8324.8659,6,151121.3121875,10494.635624999995,8240.392225393865
43,Facility,10229.7475,144743.585,0,4575,10025.4721,6,151121.3121875,10494.635624999995,6383.225657686156
18,Customer,3238.3725,148599.9075,356,0,0.0,6,151121.3121875,10494.635624999995,7681.851087946297
63,Customer,21015.8475,151106.9075,328,0,0.0,6,151121.3121875,10494.635624999995,10521.22173579015
90,Customer,1501.83,157421.405,362,0,0.0,6,151121.3121875,10494.635624999995,10980.060220925276
116,Customer,19563.2175,154515.525,277,0,0.0,6,151121.3121875,10494.635624999995,9682.967408812117
132,Customer,20605.1075,143905.3825,457,0,0.0,6,151121.3121875,10494.635624999995,12421.404219737395
8,Facility,63000.005,176469.0075,0,5702,9711.6038,19,189074.2055,52698.73849999999,16279.038918905086
66,Customer,49274.0575,190364.8825,315,0,0.0,19,189074.2055,52698.73849999999,3659.8206335953023
110,Customer,41999.35,188859.8025,321,0,0.0,19,189074.2055,52698.73849999999,10701.536474747032
126,Customer,50486.2,194479.66,405,0,0.0,19,189074.2055,52698.73849999999,5840.7418163750735
196,Customer,58734.08,195197.675,521,0,0.0,19,189074.2055,52698.73849999999,8597.803541547826
9,Facility,89190.74,160848.9275,0,6183,7772.1941,30,155224.9040625,86706.6221875,6148.209571243412
22,Customer,80213.88,155395.5625,461,0,0.0,30,155224.9040625,86706.6221875,6494.984635519335
37,Customer,85820.3475,157154.1325,454,0,0.0,30,155224.9040625,86706.6221875,2123.0650451085994
49,Customer,104185.3725,154996.7,489,0,0.0,30,155224.9040625,86706.6221875,17480.239974921973
56,Customer,81494.545,166798.36,407,0,0.0,30,155224.9040625,86706.6221875,12692.936261784027
69,Customer,78379.6475,144747.9925,300,0,0.0,30,155224.9040625,86706.6221875,13382.98110791134
143,Customer,79270.985,150259.6075,363,0,0.0,30,155224.9040625,86706.6221875,8941.07769442292
185,Customer,95097.46,151597.95,538,0,0.0,30,155224.9040625,86706.6221875,9141.16814018673
10,Facility,194381.77,186069.155,0,5156,9005.4162,12,185841.59666666668,192755.34333333332,1642.2687042971627
163,Customer,197061.8025,179334.85,599,0,0.0,12,185841.59666666668,192755.34333333332,7802.777886006062
169,Customer,186822.4575,192120.785,390,0,0.0,12,185841.59666666668,192755.34333333332,8638.711734792214
11,Facility,145752.555,89937.4575,0,5699,8550.8948,1,78532.37527777778,137206.2675,14251.839548925103
41,Facility,141903.4825,73736.4075,0,5728,6667.2292,1,78532.37527777778,137206.2675,6713.0571040106615
21,Customer,126606.6275,80072.835,366,0,0.0,1,78532.37527777778,137206.2675,10710.993618025763
72,Customer,138312.2725,76856.1725,345,0,0.0,1,78532.37527777778,137206.2675,2008.2088567315325
133,Customer,143572.035,76059.22,448,0,0.0,1,78532.37527777778,137206.2675,6829.311304374443
137,Customer,134515.3925,65573.525,181,0,0.0,1,78532.37527777778,137206.2675,13235.278946342103
147,Customer,132858.305,72229.495,343,0,0.0,1,78532.37527777778,137206.2675,7657.093292980465
171,Customer,130958.1125,81354.505,374,0,0.0,1,78532.37527777778,137206.2675,6855.935900595547
188,Customer,140377.625,90971.76,501,0,0.0,1,78532.37527777778,137206.2675,12837.28166942915
12,Facility,72496.57,29639.29,0,3467,8972.7051,35,33601.81583333333,71531.81958333333,4078.2783556658433
33,Facility,64466.845,35303.33,0,5346,8157.1147,35,33601.81583333333,71531.81958333333,7266.981238624009
36,Facility,84078.345,29989.115,0,4149,7304.616,35,33601.81583333333,71531.81958333333,13056.297612348995
35,Customer,71427.8575,44070.0525,468,0,0.0,35,33601.81583333333,71531.81958333333,10468.752887718554
71,Customer,66255.0875,26764.2425,386,0,0.0,35,33601.81583333333,71531.81958333333,8636.915570271043
179,Customer,70466.2125,35844.865,375,0,0.0,35,33601.81583333333,71531.81958333333,2483.301838306054
13,Facility,160549.6175,68815.36,0,4826,8464.2456,29,72585.23958333334,160397.52708333335,3772.9462715065806
12,Customer,149518.395,71756.06,408,0,0.0,29,72585.23958333334,160397.52708333335,10910.685297818378
61,Customer,162885.4,56447.3275,482,0,0.0,29,72585.23958333334,160397.52708333335,16328.555296133205
109,Customer,161328.785,76539.0125,298,0,0.0,29,72585.23958333334,160397.52708333335,4061.9652366706755
124,Customer,160970.6,72890.39,372,0,0.0,29,72585.23958333334,160397.52708333335,649.2529126686019
194,Customer,167132.365,89063.2875,282,0,0.0,29,72585.23958333334,160397.52708333335,17801.238858791072
14,Facility,77546.31,114580.1425,0,4522,8918.8834,24,101698.64785714286,74566.42285714285,13221.67279954101
17,Customer,64388.595,102419.6975,378,0,0.0,24,101698.64785714286,74566.42285714285,10203.337320558283
58,Customer,74700.59,102518.2125,258,0,0.0,24,101698.64785714286,74566.42285714285,830.4739767409881
67,Customer,82525.87,110640.7075,445,0,0.0,24,101698.64785714286,74566.42285714285,11971.350361440063
102,Customer,68594.2775,87961.6225,286,0,0.0,24,101698.64785714286,74566.42285714285,14979.06491839958
152,Customer,71617.2875,98459.695,298,0,0.0,24,101698.64785714286,74566.42285714285,4380.4354767013665
167,Customer,82592.03,95310.4575,321,0,0.0,24,101698.64785714286,74566.42285714285,10257.648173464158
16,Facility,132840.93,149540.8075,0,5190,8279.3467,27,159413.77357142855,130793.1525,10083.097328553646
48,Facility,134103.595,147519.1425,0,5546,9613.0121,27,159413.77357142855,130793.1525,12346.711216805881
16,Customer,128043.0025,160457.2275,232,0,0.0,27,159413.77357142855,130793.1525,2941.4488136887876
103,Customer,135590.245,162520.4775,380,0,0.0,27,159413.77357142855,130793.1525,5715.217034667849
107,Customer,136482.855,165815.82,298,0,0.0,27,159413.77357142855,130793.1525,8564.981787026225
119,Customer,131483.2725,168874.07,229,0,0.0,27,159413.77357142855,130793.1525,9485.434841420916
156,Customer,117008.1675,161168.87,474,0,0.0,27,159413.77357142855,130793.1525,13896.264783164188
17,Facility,39997.8125,145388.37,0,5426,9233.8784,17,145145.76388888888,40277.106666666674,369.9499380760762
28,Facility,41898.24,145495.3825,0,4065,9367.6393,17,145145.76388888888,40277.106666666674,1658.4047930706456
0,Customer,39123.8675,155605.3725,270,0,0.0,17,145145.76388888888,40277.106666666674,10522.99258163589
38,Customer,46496.43,138022.9375,507,0,0.0,17,145145.76388888888,40277.106666666674,9455.931392030936
70,Customer,29094.99,152614.475,498,0,0.0,17,145145.76388888888,40277.106666666674,13446.984004161655
121,Customer,42899.3275,150342.6275,390,0,0.0,17,145145.76388888888,40277.106666666674,5820.947817259514
145,Customer,41069.6475,133583.0525,416,0,0.0,17,145145.76388888888,40277.106666666674,11589.841053062006
175,Customer,33271.395,151556.845,323,0,0.0,17,145145.76388888888,40277.106666666674,9496.41811262096
184,Customer,48642.25,133702.8125,304,0,0.0,17,145145.76388888888,40277.106666666674,14174.510907812122
19,Facility,103012.8725,44955.9025,0,6794,6912.127,33,46634.58249999999,109742.9045,6936.230767745842
23,Facility,104618.18,49323.7625,0,4483,8856.947,33,46634.58249999999,109742.9045,5787.442463930022
26,Customer,108863.0,28082.4675,297,0,0.0,33,46634.58249999999,109742.9045,18572.96968452662
45,Customer,119917.35,47802.4375,401,0,0.0,33,46634.58249999999,109742.9045,10241.251219137986
142,Customer,112303.12,63008.3425,503,0,0.0,33,46634.58249999999,109742.9045,16572.710096542465
20,Facility,35755.0625,35255.5325,0,5302,7691.6084,39,38092.034,33903.83499999999,3387.1498367002487
25,Facility,33185.755,38046.2775,0,5352,8350.3181,39,38092.034,33903.83499999999,719.5363393826905
33,Customer,39238.5275,32629.3675,571,0,0.0,39,38092.034,33903.83499999999,7635.422015827189
174,Customer,33491.1825,52407.8525,478,0,0.0,39,38092.034,33903.83499999999,14321.76460533752
191,Customer,27848.6475,32121.14,427,0,0.0,39,38092.034,33903.83499999999,8503.932667853865
24,Facility,97374.385,83653.0525,0,5686,9532.9436,8,79382.49357142857,91613.54678571428,7171.117799449111
29,Facility,86844.7425,91396.095,0,5043,9041.5207,8,79382.49357142857,91613.54678571428,12925.483108960398
1,Customer,87796.535,79566.37,265,0,0.0,8,79382.49357142857,91613.54678571428,3821.438147251093
13,Customer,94866.71,72454.765,354,0,0.0,8,79382.49357142857,91613.54678571428,7653.528209797724
29,Customer,87943.4925,81426.05,428,0,0.0,8,79382.49357142857,91613.54678571428,4200.645347663314
30,Customer,100041.4325,71820.8875,258,0,0.0,8,79382.49357142857,91613.54678571428,11322.859355857365
96,Customer,86427.53,75360.235,381,0,0.0,8,79382.49357142857,91613.54678571428,6563.02781627054
26,Facility,47770.225,108753.235,0,4562,9203.9761,16,101811.28607142858,44659.68964285714,7606.976083499261
34,Facility,46095.445,98910.34,0,6218,9422.5489,16,101811.28607142858,44659.68964285714,3236.80112995861
6,Customer,32157.2825,99035.89,253,0,0.0,16,101811.28607142858,44659.68964285714,12806.75633090075
23,Customer,46844.475,91889.9375,459,0,0.0,16,101811.28607142858,44659.68964285714,10159.057265936328
50,Customer,47074.57,100030.0675,579,0,0.0,16,101811.28607142858,44659.68964285714,3000.731034017622
88,Customer,36619.715,96350.2475,337,0,0.0,16,101811.28607142858,44659.68964285714,9719.266152154523
158,Customer,56056.115,117709.285,477,0,0.0,16,101811.28607142858,44659.68964285714,19560.799596483444
27,Facility,41167.495,58957.41,0,5514,9903.5977,25,70320.18722222223,45916.52166666667,12315.273463572108
39,Facility,58949.0825,76526.51,0,5023,8898.1027,25,70320.18722222223,45916.52166666667,14434.891211799868
40,Facility,37621.3975,60466.48,0,5958,7534.8257,25,70320.18722222223,45916.52166666667,12880.3971585387
46,Customer,48347.5575,67792.5925,383,0,0.0,25,70320.18722222223,45916.52166666667,3506.9460079613973
73,Customer,42200.1325,79512.7525,318,0,0.0,25,70320.18722222223,45916.52166666667,9915.382232890617
93,Customer,42566.0775,78623.215,275,0,0.0,25,70320.18722222223,45916.52166666667,8953.53262084301
131,Customer,54943.6025,80545.325,432,0,0.0,25,70320.18722222223,45916.52166666667,13639.707876126677
165,Customer,47887.605,66048.15,608,0,0.0,25,70320.18722222223,45916.52166666667,4704.834910493325
197,Customer,39565.745,64409.25,390,0,0.0,25,70320.18722222223,45916.52166666667,8675.9174220903
31,Facility,156154.5175,164872.905,0,5580,7538.5539,20,179150.94857142857,153784.27071428573,14473.444581467174
60,Customer,143627.1725,175657.5425,302,0,0.0,20,179150.94857142857,153784.27071428573,10741.06745694023
84,Customer,166907.6925,188525.6775,460,0,0.0,20,179150.94857142857,153784.27071428573,16127.918087898204
104,Customer,139551.03,184705.8675,409,0,0.0,20,179150.94857142857,153784.27071428573,15278.81754370416
159,Customer,158613.8525,191342.495,452,0,0.0,20,179150.94857142857,153784.27071428573,13113.301054460539
187,Customer,150243.0575,174903.21,306,0,0.0,20,179150.94857142857,153784.27071428573,5530.232725684694
195,Customer,161392.5725,174048.9425,340,0,0.0,20,179150.94857142857,153784.27071428573,9160.607076793389
32,Facility,52470.8875,20212.3825,0,5184,6097.5819,18,18238.616249999992,44784.439062499994,7935.820234354186
38,Facility,47232.9775,22323.7975,0,4535,8337.259,18,18238.616249999992,44784.439062499994,4762.777165191188
28,Customer,35984.755,22061.7725,344,0,0.0,18,18238.616249999992,44784.439062499994,9594.319325086619
40,Customer,48949.6875,24865.29,384,0,0.0,18,18238.616249999992,44784.439062499994,7827.010894015379
130,Customer,38531.3725,13562.085,431,0,0.0,18,18238.616249999992,44784.439062499994,7808.379215130501
139,Customer,44022.24,8647.1175,420,0,0.0,18,18238.616249999992,44784.439062499994,9621.735585752045
151,Customer,47576.665,10341.12,479,0,0.0,18,18238.616249999992,44784.439062499994,8376.572849609302
160,Customer,43506.9275,23895.365,433,0,0.0,18,18238.616249999992,44784.439062499994,5799.210481862841
35,Facility,170068.3075,49894.905,0,5759,6490.095,15,45496.88416666667,175052.70916666667,6647.318799719439
77,Customer,174285.6025,39584.12,515,0,0.0,15,45496.88416666667,175052.70916666667,5962.317731273788
120,Customer,180804.2175,47011.6275,284,0,0.0,15,45496.88416666667,175052.70916666667,5947.629399540671
42,Facility,16312.3125,125770.095,0,5022,7514.6002,21,122885.35571428572,12630.681785714303,4677.19204896647
46,Facility,4699.1875,133735.3725,0,4090,6987.6147,21,122885.35571428572,12630.681785714303,13439.920604475323
11,Customer,17984.205,108355.6725,250,0,0.0,21,122885.35571428572,12630.681785714303,15484.569904049384
74,Customer,5676.2525,125875.3975,383,0,0.0,21,122885.35571428572,12630.681785714303,7569.969390315806
118,Customer,7761.35,126958.55,487,0,0.0,21,122885.35571428572,12630.681785714303,6348.330782854904
146,Customer,27120.7025,117642.3325,482,0,0.0,21,122885.35571428572,12630.681785714303,15409.412471796823
193,Customer,8860.7625,121860.07,457,0,0.0,21,122885.35571428572,12630.681785714303,3906.853237161462
44,Facility,149749.66,119970.895,0,5431,7043.196,37,112184.898125,155515.94437500002,9688.745162861858
105,Customer,154659.7775,116357.5525,437,0,0.0,37,112184.898125,155515.94437500002,4259.585220541307
129,Customer,161364.8875,99554.0225,358,0,0.0,37,112184.898125,155515.94437500002,13919.380544180256
135,Customer,156289.4525,112857.1225,453,0,0.0,37,112184.898125,155515.94437500002,1024.792871650234
47,Facility,147085.0375,55834.1825,0,5779,8300.9602,5,48293.1325,144588.255,7943.636318135813
100,Customer,151657.7975,39488.77,401,0,0.0,5,48293.1325,144588.255,11291.378577955496
112,Customer,142231.26,56195.0225,438,0,0.0,5,48293.1325,144588.255,8245.925721356272
134,Customer,140737.535,41856.66,251,0,0.0,5,48293.1325,144588.255,7500.414839304304
148,Customer,136032.3925,47212.7,474,0,0.0,5,48293.1325,144588.255,8623.811077821847
183,Customer,149785.5075,49171.46,407,0,0.0,5,48293.1325,144588.255,5270.947993104516
49,Facility,192216.1075,164479.3525,0,5364,6262.7278,34,165757.802,183005.3885,9299.02025059691
14,Customer,195015.1375,156424.5225,323,0,0.0,34,165757.802,183005.3885,15210.002540043233
34,Customer,170844.035,173147.835,445,0,0.0,34,165757.802,183005.3885,14230.639714821365
155,Customer,175914.52,170618.58,634,0,0.0,34,165757.802,183005.3885,8596.951718462558
162,Customer,181037.1425,164118.72,290,0,0.0,34,165757.802,183005.3885,2561.363332141701
2,Customer,130369.4225,19535.84,427,0,0.0,23,15135.26291666666,153199.33375,23250.15970588664
42,Customer,158588.84,11574.33,312,0,0.0,23,15135.26291666666,153199.33375,6459.645567350367
54,Customer,163066.775,24456.455,472,0,0.0,23,15135.26291666666,153199.33375,13573.90948388112
81,Customer,145392.8,7113.115,441,0,0.0,23,15135.26291666666,153199.33375,11193.606495976544
95,Customer,161981.7725,15794.12,418,0,0.0,23,15135.26291666666,153199.33375,8807.117749511477
123,Customer,159796.3925,12337.7175,426,0,0.0,23,15135.26291666666,153199.33375,7165.713119380663
3,Customer,7981.3775,31568.01,394,0,0.0,13,24213.368124999994,10301.076249999998,7711.793526816907
39,Customer,8763.82,25907.0575,510,0,0.0,13,24213.368124999994,10301.076249999998,2287.2998223127565
47,Customer,17871.095,33590.715,331,0,0.0,13,24213.368124999994,10301.076249999998,12051.54837725941
68,Customer,475.8975,45653.8875,389,0,0.0,13,24213.368124999994,10301.076249999998,23584.529008212186
94,Customer,18681.4925,21253.3275,513,0,0.0,13,24213.368124999994,10301.076249999998,8887.812836964697
117,Customer,0.0,20435.11,709,0,0.0,13,24213.368124999994,10301.076249999998,10972.119502058045
140,Customer,14788.2275,3846.9775,364,0,0.0,13,24213.368124999994,10301.076249999998,20854.841007077088
157,Customer,13846.7,11451.86,354,0,0.0,13,24213.368124999994,10301.076249999998,13244.906092570265
4,Customer,67275.5275,133210.275,369,0,0.0,0,140375.8155,64652.277,7630.623424261646
36,Customer,63697.2475,148254.535,318,0,0.0,0,140375.8155,64652.277,7936.391012642372
141,Customer,56793.055,143433.395,517,0,0.0,0,140375.8155,64652.277,8433.039952715997
144,Customer,63364.4175,138302.19,381,0,0.0,0,140375.8155,64652.277,2441.0048762733913
199,Customer,72131.1375,138678.6825,387,0,0.0,0,140375.8155,64652.277,7669.003507506643
5,Customer,142225.58,136077.4825,225,0,0.0,4,134714.70666666667,157930.54166666666,15763.977255863665
51,Customer,163448.0075,134525.5275,486,0,0.0,4,134714.70666666667,157930.54166666666,5520.708104863141
57,Customer,153980.0375,143151.145,424,0,0.0,4,134714.70666666667,157930.54166666666,9315.57700429697
166,Customer,166995.005,130074.9475,410,0,0.0,4,134714.70666666667,157930.54166666666,10182.920045154637
178,Customer,150396.6975,130464.5325,290,0,0.0,4,134714.70666666667,157930.54166666666,8650.016669036988
198,Customer,170537.9225,133994.605,436,0,0.0,4,134714.70666666667,157930.54166666666,12627.929279459744
8,Customer,99174.11,178431.0975,297,0,0.0,7,181808.352,92006.6215,7923.3035632495275
27,Customer,86828.545,185358.3925,494,0,0.0,7,181808.352,92006.6215,6278.157674946709
32,Customer,93970.77,189178.4225,331,0,0.0,7,181808.352,92006.6215,7627.307421693591
138,Customer,94871.5125,176394.045,236,0,0.0,7,181808.352,92006.6215,6125.546565991482
153,Customer,85188.17,179679.8025,418,0,0.0,7,181808.352,92006.6215,7142.96883878143
9,Customer,108622.27,97693.38,499,0,0.0,26,84968.5878125,111190.84125,12981.444237117365
48,Customer,121483.2525,81384.3225,392,0,0.0,26,84968.5878125,111190.84125,10898.65529180171
52,Customer,122126.4975,84218.96,435,0,0.0,26,84968.5878125,111190.84125,10961.319239737413
79,Customer,111123.035,89004.3225,350,0,0.0,26,84968.5878125,111190.84125,4036.304269431348
83,Customer,102517.4025,86529.0675,303,0,0.0,26,84968.5878125,111190.84125,8812.697464743795
85,Customer,106732.385,87068.355,343,0,0.0,26,84968.5878125,111190.84125,4928.169475055188
86,Customer,109348.1575,81857.3575,427,0,0.0,26,84968.5878125,111190.84125,3615.969781391006
115,Customer,107573.73,71992.9375,410,0,0.0,26,84968.5878125,111190.84125,13470.374709975888
10,Customer,177233.915,61612.11,469,0,0.0,31,60351.99799999999,186466.6165,9318.297013974505
25,Customer,177367.1875,68145.36,338,0,0.0,31,60351.99799999999,186466.6165,11980.655215349669
59,Customer,196629.645,42874.865,567,0,0.0,31,60351.99799999999,186466.6165,20217.253181169315
150,Customer,183169.675,57551.3125,547,0,0.0,31,60351.99799999999,186466.6165,4325.929093770789
172,Customer,197932.66,71576.3425,378,0,0.0,31,60351.99799999999,186466.6165,16045.437451143944
24,Customer,110309.5425,175282.6825,388,0,0.0,10,189360.28625,113485.819,14431.481550640136
64,Customer,108053.525,196499.285,479,0,0.0,10,189360.28625,113485.819,8970.792677068044
89,Customer,112358.6975,198625.1425,331,0,0.0,10,189360.28625,113485.819,9333.164747765144
108,Customer,105505.4425,194282.505,423,0,0.0,10,189360.28625,113485.819,9376.281059386167
111,Customer,112922.945,194773.86,304,0,0.0,10,189360.28625,113485.819,5442.757378991356
136,Customer,108666.2775,177216.73,384,0,0.0,10,189360.28625,113485.819,13064.989041983014
149,Customer,113112.865,197439.155,281,0,0.0,10,189360.28625,113485.819,8087.472718089531
182,Customer,124278.3675,186019.845,343,0,0.0,10,189360.28625,113485.819,11297.683429338673
189,Customer,115620.1275,183096.0975,451,0,0.0,10,189360.28625,113485.819,6617.804278520091
190,Customer,124030.4,190367.56,480,0,0.0,10,189360.28625,113485.819,10592.581785051267
31,Customer,27894.7325,171463.105,491,0,0.0,36,188909.22125,23429.03687499999,18008.592660828832
43,Customer,21192.0375,197046.3775,481,0,0.0,36,188909.22125,23429.03687499999,8439.044853575813
76,Customer,28801.31,196034.48,513,0,0.0,36,188909.22125,23429.03687499999,8923.599653954063
164,Customer,15828.0675,191092.9225,351,0,0.0,36,188909.22125,23429.03687499999,7908.431360828723
41,Customer,6673.455,71968.7625,388,0,0.0,9,75418.7595,8909.543999999994,4111.273928593179
80,Customer,2095.59,57722.8275,507,0,0.0,9,75418.7595,8909.543999999994,18962.488720174362
97,Customer,3702.4625,70302.915,484,0,0.0,9,75418.7595,8909.543999999994,7299.696068729336
122,Customer,14130.96,90521.33,357,0,0.0,9,75418.7595,8909.543999999994,15979.700271047837
168,Customer,17945.2525,86577.9625,373,0,0.0,9,75418.7595,8909.543999999994,14358.685165856281
82,Customer,173219.4175,149304.88,368,0,0.0,28,152229.495,166126.1075,7672.575816134039
98,Customer,152605.73,154321.2575,286,0,0.0,28,152229.495,166126.1075,13681.230869293619
173,Customer,164036.7375,152715.6275,228,0,0.0,28,152229.495,166126.1075,2145.178734850865
177,Customer,174642.545,152576.215,423,0,0.0,28,152229.495,166126.1075,8523.492385742258
113,Customer,178413.1175,7314.1375,467,0,0.0,38,8327.14833333333,174872.72416666668,3682.4687239896075
127,Customer,172264.6675,12437.8625,402,0,0.0,38,8327.14833333333,174872.72416666668,4868.257443539578
176,Customer,173940.3875,5229.445,335,0,0.0,38,8327.14833333333,174872.72416666668,3234.9679444092712
