data_type,source_index,destination_index
fac_cust_alloc,157,87.0
fac_cust_alloc,157,154.0
fac_cust_alloc,207,27.0
fac_cust_alloc,416,28.0
fac_cust_alloc,416,313.0
fac_cust_alloc,425,30.0
fac_cust_alloc,425,300.0
fac_cust_alloc,260,31.0
fac_cust_alloc,248,143.0
fac_cust_alloc,341,204.0
fac_cust_alloc,288,36.0
fac_cust_alloc,288,199.0
fac_cust_alloc,382,38.0
fac_cust_alloc,218,37.0
fac_cust_alloc,218,236.0
fac_cust_alloc,240,40.0
fac_cust_alloc,240,296.0
fac_cust_alloc,172,170.0
fac_cust_alloc,275,44.0
fac_cust_alloc,275,209.0
fac_cust_alloc,264,45.0
fac_cust_alloc,264,326.0
fac_cust_alloc,13,262.0
fac_cust_alloc,13,274.0
fac_cust_alloc,152,224.0
fac_cust_alloc,369,53.0
fac_cust_alloc,369,283.0
fac_cust_alloc,359,54.0
fac_cust_alloc,293,58.0
fac_cust_alloc,293,290.0
fac_cust_alloc,360,10.0
fac_cust_alloc,360,59.0
fac_cust_alloc,339,114.0
fac_cust_alloc,339,277.0
fac_cust_alloc,185,144.0
fac_cust_alloc,16,9.0
fac_cust_alloc,16,65.0
fac_cust_alloc,232,39.0
fac_cust_alloc,153,67.0
fac_cust_alloc,153,309.0
fac_cust_alloc,221,71.0
fac_cust_alloc,235,76.0
fac_cust_alloc,235,214.0
fac_cust_alloc,422,93.0
fac_cust_alloc,422,284.0
fac_cust_alloc,374,193.0
fac_cust_alloc,374,261.0
fac_cust_alloc,436,86.0
fac_cust_alloc,436,254.0
fac_cust_alloc,450,96.0
fac_cust_alloc,409,88.0
fac_cust_alloc,409,271.0
fac_cust_alloc,308,89.0
fac_cust_alloc,308,138.0
fac_cust_alloc,115,90.0
fac_cust_alloc,115,119.0
fac_cust_alloc,455,231.0
fac_cust_alloc,76,211.0
fac_cust_alloc,45,257.0
fac_cust_alloc,483,339.0
fac_cust_alloc,483,345.0
fac_cust_alloc,130,98.0
fac_cust_alloc,26,6.0
fac_cust_alloc,26,99.0
fac_cust_alloc,47,70.0
fac_cust_alloc,47,100.0
fac_cust_alloc,408,104.0
fac_cust_alloc,440,47.0
fac_cust_alloc,440,105.0
fac_cust_alloc,169,107.0
fac_cust_alloc,35,308.0
fac_cust_alloc,272,42.0
fac_cust_alloc,272,298.0
fac_cust_alloc,333,82.0
fac_cust_alloc,333,110.0
fac_cust_alloc,92,49.0
fac_cust_alloc,92,205.0
fac_cust_alloc,141,35.0
fac_cust_alloc,141,112.0
fac_cust_alloc,70,316.0
fac_cust_alloc,239,85.0
fac_cust_alloc,239,115.0
fac_cust_alloc,121,293.0
fac_cust_alloc,121,333.0
fac_cust_alloc,190,117.0
fac_cust_alloc,190,220.0
fac_cust_alloc,123,200.0
fac_cust_alloc,424,120.0
fac_cust_alloc,424,335.0
fac_cust_alloc,384,121.0
fac_cust_alloc,384,312.0
fac_cust_alloc,444,123.0
fac_cust_alloc,444,318.0
fac_cust_alloc,477,212.0
fac_cust_alloc,470,126.0
fac_cust_alloc,470,310.0
fac_cust_alloc,63,127.0
fac_cust_alloc,63,216.0
fac_cust_alloc,138,128.0
fac_cust_alloc,362,130.0
fac_cust_alloc,11,136.0
fac_cust_alloc,200,29.0
fac_cust_alloc,200,135.0
fac_cust_alloc,431,287.0
fac_cust_alloc,117,137.0
fac_cust_alloc,117,303.0
fac_cust_alloc,142,139.0
fac_cust_alloc,142,235.0
fac_cust_alloc,284,140.0
fac_cust_alloc,284,344.0
fac_cust_alloc,314,101.0
fac_cust_alloc,314,124.0
fac_cust_alloc,7,21.0
fac_cust_alloc,7,213.0
fac_cust_alloc,198,1.0
fac_cust_alloc,465,34.0
fac_cust_alloc,465,149.0
fac_cust_alloc,93,150.0
fac_cust_alloc,475,24.0
fac_cust_alloc,475,153.0
fac_cust_alloc,395,244.0
fac_cust_alloc,395,281.0
fac_cust_alloc,236,249.0
fac_cust_alloc,350,56.0
fac_cust_alloc,34,147.0
fac_cust_alloc,34,158.0
fac_cust_alloc,283,33.0
fac_cust_alloc,283,168.0
fac_cust_alloc,404,20.0
fac_cust_alloc,404,160.0
fac_cust_alloc,196,162.0
fac_cust_alloc,14,230.0
fac_cust_alloc,215,164.0
fac_cust_alloc,215,233.0
fac_cust_alloc,215,295.0
fac_cust_alloc,32,166.0
fac_cust_alloc,120,32.0
fac_cust_alloc,120,252.0
fac_cust_alloc,66,84.0
fac_cust_alloc,66,171.0
fac_cust_alloc,327,177.0
fac_cust_alloc,243,299.0
fac_cust_alloc,237,175.0
fac_cust_alloc,322,165.0
fac_cust_alloc,322,176.0
fac_cust_alloc,448,173.0
fac_cust_alloc,448,178.0
fac_cust_alloc,286,270.0
fac_cust_alloc,487,62.0
fac_cust_alloc,487,182.0
fac_cust_alloc,222,14.0
fac_cust_alloc,222,75.0
fac_cust_alloc,150,80.0
fac_cust_alloc,412,185.0
fac_cust_alloc,414,186.0
fac_cust_alloc,414,197.0
fac_cust_alloc,343,187.0
fac_cust_alloc,343,307.0
fac_cust_alloc,418,63.0
fac_cust_alloc,418,189.0
fac_cust_alloc,119,172.0
fac_cust_alloc,119,191.0
fac_cust_alloc,276,64.0
fac_cust_alloc,276,196.0
fac_cust_alloc,145,169.0
fac_cust_alloc,145,327.0
fac_cust_alloc,381,25.0
fac_cust_alloc,420,132.0
fac_cust_alloc,411,69.0
fac_cust_alloc,411,286.0
fac_cust_alloc,390,201.0
fac_cust_alloc,390,320.0
fac_cust_alloc,226,202.0
fac_cust_alloc,226,206.0
fac_cust_alloc,330,156.0
fac_cust_alloc,330,203.0
fac_cust_alloc,114,7.0
fac_cust_alloc,36,207.0
fac_cust_alloc,184,183.0
fac_cust_alloc,184,208.0
fac_cust_alloc,321,94.0
fac_cust_alloc,216,78.0
fac_cust_alloc,216,210.0
fac_cust_alloc,205,81.0
fac_cust_alloc,205,215.0
fac_cust_alloc,388,151.0
fac_cust_alloc,388,217.0
fac_cust_alloc,78,221.0
fac_cust_alloc,462,66.0
fac_cust_alloc,462,222.0
fac_cust_alloc,438,228.0
fac_cust_alloc,438,301.0
fac_cust_alloc,394,180.0
fac_cust_alloc,394,272.0
fac_cust_alloc,5,148.0
fac_cust_alloc,5,347.0
fac_cust_alloc,297,192.0
fac_cust_alloc,297,227.0
fac_cust_alloc,446,23.0
fac_cust_alloc,446,229.0
fac_cust_alloc,433,91.0
fac_cust_alloc,144,237.0
fac_cust_alloc,144,343.0
fac_cust_alloc,224,77.0
fac_cust_alloc,224,238.0
fac_cust_alloc,94,240.0
fac_cust_alloc,48,109.0
fac_cust_alloc,203,52.0
fac_cust_alloc,203,332.0
fac_cust_alloc,494,12.0
fac_cust_alloc,494,246.0
fac_cust_alloc,324,55.0
fac_cust_alloc,346,248.0
fac_cust_alloc,346,297.0
fac_cust_alloc,140,155.0
fac_cust_alloc,471,253.0
fac_cust_alloc,10,133.0
fac_cust_alloc,219,43.0
fac_cust_alloc,219,256.0
fac_cust_alloc,342,16.0
fac_cust_alloc,342,349.0
fac_cust_alloc,137,19.0
fac_cust_alloc,137,258.0
fac_cust_alloc,495,188.0
fac_cust_alloc,495,259.0
fac_cust_alloc,320,48.0
fac_cust_alloc,18,263.0
fac_cust_alloc,18,265.0
fac_cust_alloc,415,79.0
fac_cust_alloc,415,264.0
fac_cust_alloc,81,11.0
fac_cust_alloc,81,239.0
fac_cust_alloc,61,195.0
fac_cust_alloc,61,260.0
fac_cust_alloc,413,159.0
fac_cust_alloc,413,269.0
fac_cust_alloc,413,279.0
fac_cust_alloc,44,194.0
fac_cust_alloc,33,184.0
fac_cust_alloc,33,273.0
fac_cust_alloc,469,5.0
fac_cust_alloc,469,142.0
fac_cust_alloc,499,247.0
fac_cust_alloc,499,275.0
fac_cust_alloc,277,152.0
fac_cust_alloc,277,276.0
fac_cust_alloc,274,61.0
fac_cust_alloc,217,108.0
fac_cust_alloc,217,278.0
fac_cust_alloc,401,113.0
fac_cust_alloc,401,317.0
fac_cust_alloc,372,280.0
fac_cust_alloc,160,282.0
fac_cust_alloc,160,341.0
fac_cust_alloc,231,145.0
fac_cust_alloc,371,181.0
fac_cust_alloc,263,72.0
fac_cust_alloc,263,285.0
fac_cust_alloc,244,0.0
fac_cust_alloc,57,190.0
fac_cust_alloc,57,288.0
fac_cust_alloc,30,225.0
fac_cust_alloc,30,291.0
fac_cust_alloc,177,232.0
fac_cust_alloc,177,292.0
fac_cust_alloc,460,116.0
fac_cust_alloc,155,46.0
fac_cust_alloc,155,294.0
fac_cust_alloc,306,219.0
fac_cust_alloc,306,242.0
fac_cust_alloc,449,74.0
fac_cust_alloc,449,157.0
fac_cust_alloc,22,174.0
fac_cust_alloc,22,234.0
fac_cust_alloc,498,302.0
fac_cust_alloc,498,321.0
fac_cust_alloc,189,255.0
fac_cust_alloc,480,4.0
fac_cust_alloc,480,305.0
fac_cust_alloc,168,95.0
fac_cust_alloc,282,198.0
fac_cust_alloc,282,250.0
fac_cust_alloc,15,18.0
fac_cust_alloc,15,311.0
fac_cust_alloc,258,268.0
fac_cust_alloc,258,314.0
fac_cust_alloc,364,241.0
fac_cust_alloc,364,267.0
fac_cust_alloc,482,41.0
fac_cust_alloc,482,102.0
fac_cust_alloc,228,245.0
fac_cust_alloc,228,319.0
fac_cust_alloc,227,73.0
fac_cust_alloc,227,337.0
fac_cust_alloc,250,243.0
fac_cust_alloc,250,322.0
fac_cust_alloc,397,161.0
fac_cust_alloc,397,323.0
fac_cust_alloc,392,57.0
fac_cust_alloc,392,324.0
fac_cust_alloc,170,163.0
fac_cust_alloc,170,325.0
fac_cust_alloc,496,134.0
fac_cust_alloc,265,122.0
fac_cust_alloc,265,328.0
fac_cust_alloc,354,97.0
fac_cust_alloc,354,304.0
fac_cust_alloc,354,329.0
fac_cust_alloc,82,26.0
fac_cust_alloc,82,330.0
fac_cust_alloc,148,251.0
fac_cust_alloc,148,266.0
fac_cust_alloc,400,51.0
fac_cust_alloc,400,60.0
fac_cust_alloc,400,334.0
fac_cust_alloc,279,118.0
fac_cust_alloc,279,129.0
fac_cust_alloc,166,336.0
fac_cust_alloc,427,146.0
fac_cust_alloc,427,179.0
fac_cust_alloc,147,83.0
fac_cust_alloc,147,338.0
fac_cust_alloc,134,125.0
fac_cust_alloc,134,340.0
fac_cust_alloc,434,342.0
fac_cust_alloc,493,8.0
fac_cust_alloc,432,346.0
fac_cust_alloc,478,50.0
fac_cust_alloc,478,111.0
fac_cust_alloc,225,226.0
fac_cust_alloc,225,315.0
